,Unnamed: 0,Tweet ID, Tweet Text, Information Source, Information Type, Informativeness
503,503,407627326571413504,NTSB: Metro-North Engineer Drove 82 mph in a 30 mph Zone Before Fatal Derailment http://t.co/a89cMdJ2MY,Government,['Official'],Related and informative
504,504,407665301807837185,NTSB says New York commuter train was going 82 mph before crash: A commuter train that derailed over the weeke... http://t.co/gCxDbxVI6K,Government,['Official'],Related and informative
505,505,407985708897288192,"NEW: NTSB: Based on Metro-North train data, no indication brakes were not functioning properly before deadly derailment Sunday.",Government,['Official'],Related and informative
506,506,407986019246804992,.@NTSB: Alcohol tests on #MetroNorth train crew all negative after crash,Government,['Official'],Related and informative
507,507,407991748669878273,BREAKING: service resumes tomorrow on 98 percent of Hudson line #MetroNorth #derailment #mta #nbc4ny,Government,['Official'],Related and informative
508,508,408005598270062592,"New York train had 'no anomalies' before derailment, investigators say: NTSB said investigators didn't find an... http://t.co/foT6ny8w0U",Government,['Official'],Related and informative
509,509,408005996712173568,". #MetroNorth says it plans to resume most service on its Hudson Line tomorrow, three days after a deadly derailment in the Bronx.",Government,['Official'],Related and informative
510,510,408014251132194816,"Driver in fatal New York train crash was not drunk nor on drugs, US NTSB says http://t.co/xikaA2i400",Government,['Official'],Related and informative
511,511,408137500738072577,"Feds: Train safety 'unacceptable': Days after a deadly Metro-North train derailment in New York, a top federal... http://t.co/i8eZoqpWuv",Government,['Official'],Related and informative
512,512,408325556543836160,NTSB: New York train was going 82 mph when it derailed - ... http://t.co/MN4j4W0hmo,Government,['Official'],Related and informative
513,513,302345531429097472,"Из #МЧС сообщили, что первые полтора часа в ведомстве не имели никакой информации... и только потом заглянули в твиттер #chelly #челябинск",Government,['Official'],Related - but not informative
514,514,302360924545769472,"Meteor pieces fall in Russia, officials say http://t.co/zQBLjQ2u",Government,['Official'],Related and informative
515,515,302380000248725505,"RT @SkyNewsBreak: Russian Ministry of Emergencies says 524 people have been injured after meteor shower, 82 of them are children and two ...",Government,['Official'],Related and informative
516,516,302385251508953088,"RT @znak_com: Суперкомментарий от МЧС : «Cистема оповещения во время #метеорит'ного дождя не сработала потому, что при включении сирен н ...",Government,['Official'],Related - but not informative
517,517,302452146467655680,RT @esaoperations: ESA experts at #ESOC confirm *no* link between #meteor incidents in #Russia &amp; #Asteroid #2012DA14 Earth flyby ton ...,Government,['Official'],Related and informative
518,518,302469557019357184,"RT @NASA: #RussianMeteor grazed across the atmosphere, where the meteor trail was visible for ~30 secs. The meteor was also brighter tha ...",Government,['Official'],Related and informative
519,519,302469691220299776,"RT @NASA: #RussianMeteor grazed across the atmosphere, where the meteor trail was visible for ~30 secs. The meteor was also brighter tha ...",Government,['Official'],Related and informative
520,520,302469838046113792,"RT @NASA: #RussianMeteor was 15 meters in size prior to the Earth's atmosphere, larger than 1 over Indonesia on Oct. 8, 2009 &amp; 1/3rd ...",Government,['Official'],Related and informative
521,521,302470014177529856,"RT @NASA: #RussianMeteor grazed across the atmosphere, where the meteor trail was visible for ~30 secs. The meteor was also brighter tha ...",Government,['Official'],Related and informative
522,522,302470366524219393,"RT @NASA: #RussianMeteor was 15 meters in size prior to the Earth's atmosphere, larger than 1 over Indonesia on Oct. 8, 2009 &amp; 1/3rd ...",Government,['Official'],Related and informative
523,523,302481833747177472,"RT @NASA: #RussianMeteor grazed across the atmosphere, where the meteor trail was visible for ~30 secs. The meteor was also brighter tha ...",Government,['Official'],Related and informative
524,524,302484526473572352,RT @NASA: #RussianMeteor is largest reported meteor since Tunguska event. Impact was at 3:20:26 UTC. Still being measured. More info to  ...,Government,['Official'],Related and informative
525,525,302491103146422272,RT @NASAGoddard: The #RussianMeteor was about 1/3 the size of #2012DA14. http://t.co/5sn5faTD,Government,['Official'],Related and informative
526,526,302494576017563648,"RT @znak_com: Суперкомментарий от МЧС : «Cистема оповещения во время #метеорит'ного дождя не сработала потому, что при включении сирен н ...",Government,['Official'],Related and informative
527,527,302496065033228288,"Russian parliament member says meteor was actually a U.S. weapons test http://t.co/oQd45nQr Vladimir, put down the vodka. Slowly!",Government,['Official'],Related - but not informative
528,528,302501471470120960,"RT @NASAHurricane: *Special Note from NASA* Russia Meteor / and (unrelated) Asteroid Fly-By - Meteor: According to NASA scientists,... h ...",Government,['Official'],Related - but not informative
529,529,302505162474414081,RT @NASA: Coming up at 4pm: @NASA experts discuss the #RussianMeteor. Learn more about meteor &amp; listen to panel live at 4pm ET: http ...,Government,['Official'],Related - but not informative
530,530,302513165172871168,RT @NASA: Coming up at 4pm: @NASA experts discuss the #RussianMeteor. Learn more about meteor &amp; listen to panel live at 4pm ET: http ...,Government,['Official'],Related and informative
531,531,302515740513280001,"RT @NASA: #RussianMeteor was 15 meters in size prior to the Earth's atmosphere, larger than 1 over Indonesia on Oct. 8, 2009 &amp; 1/3rd ...",Government,['Official'],Related and informative
532,532,302527492923740161,RT @NASA: Live now: NASA experts discuss the #RussianMeteor. Listen in: http://t.co/U9pnm6r9,Government,['Official'],Related - but not informative
533,533,302552914625433600,NASA - Russia Meteor Not Linked to Asteroid Flyby B! http://t.co/HoZi61Zg #twihateb,Government,['Official'],Related and informative
534,534,302598468931829760,RT @NASA: Coming up at 4pm: @NASA experts discuss the #RussianMeteor. Learn more about meteor &amp; listen to panel live at 4pm ET: http ...,Government,['Official'],Related and informative
535,535,302600691938127872,RT @NASA: @msdewey1 The #RussianMeteor and asteroid #2012DA14 are two unrelated objects.,Government,['Official'],Related and informative
536,536,302766731842174977,"RT @NASA: #RussianMeteor was 15 meters in size prior to the Earth's atmosphere, larger than 1 over Indonesia on Oct. 8, 2009 &amp; 1/3rd ...",Government,['Official'],Related and informative
537,537,302967609639464961,"RT @SPACEdotcom: Russian Meteor Blast Bigger Than Thought, NASA Says http://t.co/ebr5BAKt",Government,['Official'],Related and informative
538,538,303222908526944256,RT @PleasureEllis: Russian Meteor Blast Bigger Than Thought: NASA: The meteor that exploded over Russia Friday was slightly larger ... h ...,Government,['Official'],Related and informative
539,539,303378949227032576,"RT @drsimmo: So NASA has refined the size estimate of the #RussianMeteor to 17 metres, making its explosion equivalent to half a megaton ...",Government,['Official'],Related and informative
540,540,303481369928036352,"RT @timmermansr: Preliminary @NASA data now show the #RussianMeteor was about 17m in diameter, travelling at 18 km/s. Not related to #20 ...",Government,['Official'],Related and informative
541,541,303572797358231552,RT @NASA_EO: RT @xb70avalkyrie: Meteor photographed from an airliner over Chelyabinsk. #RussianMeteor http://t.co/C2TNf3e9,Government,['Official'],Related and informative
542,542,304212068045832192,RT @PleasureEllis: Russian Meteor Blast Bigger Than Thought: NASA: The meteor that exploded over Russia Friday was slightly larger ... h ...,Government,['Official'],Related and informative
543,543,402568937222987777,RT @Emergenza24: RT IMPORTANTE [18.11-23:20] #Sardegna +++PER EMERGENZE USARE SOLO115+++ non altri numeri interni dei VVFF  #allertameteoSA…,Government,['Official'],Related and informative
544,544,402572405920772096,RT @Emergenza24: RT IMPORTANTE [18.11-23:20] #Sardegna +++PER EMERGENZE USARE SOLO115+++ non altri numeri interni dei VVFF  #allertameteoSA…,Government,['Official'],Related and informative
545,545,402711921037950976,RT @gasparripdl: la tragedia della #Sardegna richiama la responsabilità di tutti. Le agende politiche devono essere cambiate e bisogna inte…,Government,['Official'],Related - but not informative
546,546,402736789078540288,"#Maltempo, Francesco Sanna (PD):Governo riferisca alle Camere #opencamera http://t.co/5rY1yFtnbH, #Sardegna, #emergenza",Government,['Official'],Related - but not informative
547,547,402738370318958592,"RT @comuni_anci: Alluvione Sardegna - Coldiretti: “Nella Regione 81% dei Comuni a rischio idrogeologico, 82% in tutta Italia”:  http://t.co…",Government,['Official'],Related and informative
548,548,402738462623006720,"RT @fderiu: Numeri telefono per emergenze comune #Uras 348/7074692, 347/1240911 http://t.co/Pfo4HGcttN  #allertameteoSAR #SARDEGNA",Government,['Official'],Related and informative
549,549,402738798142169088,RT @QuirinaleStampa: Napolitano: Cordoglio per le vittime dell'alluvione in Sardegna  e apprezzamento per i soccorsi  http://t.co/SeQFl3LPRD,Government,['Official'],Related - but not informative
550,550,402760633705578496,RT @Palazzo_Chigi: Il comunicato stampa del #cdm n.35 http://t.co/ezFahWKSkR Dichiarato lo stato d'emergenza in #Sardegna,Government,['Official'],Related and informative
551,551,402761862632452096,RT @ugocappellacci: Insieme al prefetto Gabrielli sui luoghi del disastro. Questa é la situazione in Baronia. #allertameteoSAR #Sardegna ht…,Government,['Official'],Related and informative
552,552,402763620029071360,RT @Emergenza24: [19.11-12:30] #Sardegna linea #Cagliari #Oristano +++TRAFFICO FERROVIARIO SOSPESO+++ tra Abbasanta e SanGavino #allertamet…,Government,['Official'],Related and informative
553,553,402765918507663361,RT @Italy_it: #allertameteoSAR - Numeri di emergenza e info utili dedicate all'allerta meteo in #Sardegna http://t.co/Sr8nH3LExe http://t.c…,Government,['Official'],Related and informative
554,554,402774915285524480,"RT @Comune_Cagliari: RT @DeBortoliF: #sardegna,con il Tg di Mentana, il Corriere della Sera avvia una raccolta di fondi con l'iniziativa Un…",Government,['Official'],Related and informative
555,555,402797107360575488,RT @CONTROLACRISI: #controlacrisi Alluvione Sardegna. I geologi: “Oltre 6 milioni gli italiani a rischio” http://t.co/BN2NPdrpnA,Government,['Official'],Related and informative
556,556,402806183851225088,"I Giovani Democratici di Trepuzzi si uniscono alla tragedia dell'alluvione in Sardegna. Tematiche da trattare,... http://t.co/lkjeVXqQZV",Government,['Official'],Related - but not informative
557,557,402808167744040960,#floods Italy declares state of emergency in Sardinia after deadly cyclone: By James Mackenzie At least 17 peo... http://t.co/DLG6LH6Xjh,Government,['Official'],Related and informative
558,558,402812085228568576,Fondi manifestazione giovani #pdl: abbiamo chiesto vengano devoluti alla #Sardegna per l'emergenza. @SardignaNovas http://t.co/0wdLoBjSnt,Government,['Official'],Related and informative
559,559,402850052076359682,"[video] @EnricoLetta: alluvione #Sardegna, dichiarato lo stato d’emergenza http://t.co/ORXSiXkCHj … #allertameteoSAR #ForzaSardegna #Olbia",Government,['Official'],Related and informative
560,560,402890493534961665,RT @cagliari24: ALLUVIONE: ECCO COME AIUTARE LA SARDEGNA E I SARDI -----&gt; http://t.co/hYLQJ9j4Eq http://t.co/ViSPksZJbk,Government,['Official'],Related and informative
561,561,402902728340692993,RT @forzasilvioit: #Berlusconi: sto seguendo con commozione le notizie dalla #Sardegna e sono vicino ai feriti http://t.co/fANnmkVBkg,Government,['Official'],Related - but not informative
562,562,403065698022600704,RT @a_padellaro: Governo stanzia 20 milioni per catastrofe in #Sardegna.E intanto regala altri 700 milioni alle banche tramite la Cassa dep…,Government,['Official'],Related and informative
563,563,403178499630194689,RT @ugocappellacci: Ecco i primi 39 centri di raccolta #allertameteoSAR #Sardegna https://t.co/FO7fMDHp40,Government,['Official'],Related and informative
564,564,403184887559360512,RT @ugocappellacci: Ecco i primi 39 centri di raccolta #allertameteoSAR #Sardegna https://t.co/FO7fMDHp40,Government,['Official'],Related and informative
565,565,403450462470680577,RT @SardegnaRs: Sardegna Ricerche/@SardegnaRs seleziona 13 collaboratori per il progetto Smart City http://t.co/cIs5lXIZBh #lavoro #Sardegna,Government,['Official'],Related and informative
566,566,403480065880489985,Protezione Civile #Sardegna interrompere invio aiuti ai centri di raccolta poiché sono ormai saturihttp://t.co/6X3DbSJ13z #allertameteoSAR,Government,['Official'],Related and informative
567,567,403544616227848192,RT @Comune_Cagliari: Centri raccolta saturi: Protezione Civile #Sardegna invita ad interrompere invio di aiuti ai centri http://t.co/rw3HzY…,Government,['Official'],Related and informative
568,568,403639990485520385,"RT @StradeANAS: #Sardegna ecco l'elenco completo delle chiusure, strada per strada: http://t.co/6ZB5EVjXvB",Government,['Official'],Related and informative
569,569,403694344508809217,RT @EnricoLetta: In cdm abbiamo stabilito che domani è giorno di lutto nazionale per la tragedia della #Sardegna,Government,['Official'],Related and informative
570,570,403921646400339968,Flags half mast at #Italian Embassy to remember victims in #Sardinia as PM @enricoletta honors them w day of mourning http://t.co/oRE4ymfUCn,Government,['Official'],Related and informative
571,571,404013702971932672,RT @CopernicusEU: The #Copernicus Emergency service has just been activated for the flooding in Sardinia. http://t.co/XounyEHK6c,Government,['Official'],Related and informative
572,572,404219953714569216,Alluvione: consigli Asl contro epidemie - Sardegna http://t.co/RoKjVH8aNW,Government,['Official'],Related and informative
573,573,404521847108411393,RT @Anpasnazionale: Regione Sardegna - L'elenco ufficiale dei 53 comuni colpiti dall'alluvione http://t.co/Y5ZvzsUEU0,Government,['Official'],Related and informative
574,574,404524808282849280,#Sardegna: in un comune su cinque costruiti edifici pubblici in aree a rischio.,Government,['Official'],Related - but not informative
575,575,405788283642576896,RT @Troricos: Le #senatrici di. #forzaitalia vestite di nero  VERGOGNA VERGOGNA IL LUTTO VERO E #Sardegna Quindi VERGOGNATEVI!,Government,['Official'],Related - but not informative
576,576,406061420904984576,RT @SELSardegna: @MichelePiras2 posto il problema #alluvione #Sardegna #Parlamento inizia con un passo avanti grazie @SELMontecitorio http:…,Government,['Official'],Related and informative
577,577,406091368247742464,Dirigenti del PD: destinate le 2 euro delle primarie alla Sardegna colpita dall'alluvione http://t.co/t2nzqBEW7e via @change #primariePD,Government,['Official'],Related and informative
578,578,406091758338973696,Dirigenti del PD: destinate le 2 euro delle primarie alla Sardegna colpita dall'alluvione http://t.co/t2nzqBEW7e via @change @matteorenzi,Government,['Official'],Related and informative
579,579,327263488844115968,"Factory building collapse in Bangladesh kills 149: SAVAR, Bangladesh (AP) — Workers trapped in the wreckage of... http://t.co/vR7qwfG7P8",Government,['Official'],Related and informative
580,580,327551914348789762,Bangladesh's prime minister calls for punishment in building collapse:        http://t.co/IVZx7ZpKGP,Government,['Official'],Related and informative
581,581,327787122545266688,Corporate Greed + Government Greed = over 300 dead and who knows what the real number is #Bangladesh,Government,['Official'],Related and informative
582,582,327811357225402369,#homeminister #mohiuddin khan #alamgir makes ludicrous claims that opposition #activists shaked the pillars of the #SAVAR #garments factory,Government,['Official'],Related - but not informative
583,583,327842369909178371,"RT @Nazmen88: Even @timesofindia says that Rana, the building owner is an #Awami politician. @AP @AFP #savarTragedy #Savar @hrw http://t.co…",Government,['Official'],Related - but not informative
584,584,328453723284180992,"Collapsed building owner arrested on India border: SAVAR, Bangladesh (AP) — The owner of an illegally-constructed build...  @tobeymonster",Government,['Official'],Related and informative
585,585,328595020984745984,"@tobeymonster Owner of collapsed building captured in Bangladesh: SAVAR, Bangladesh (AP) — The fugitive owner of an illegally constru...",Government,['Official'],Related and informative
586,586,328685592802115584,"@tobeymonster Owner is at nexus of Bangladesh politics, business: SAVAR, Bangladesh (AP) — When the cracks in the bui...  @SancheezyRican",Government,['Official'],Related and informative
587,587,328745948845072384,"@SancheezyRican No more survivors likely in Bangladesh tragedy: SAVAR, Bangladesh (AP) — Rescue workers in Bangladesh h...  @tobeymonster",Government,['Official'],Related and informative
588,588,328895609996201984,Bangladesh PM visits factory collapse site http://t.co/F4VfYTVD02 #video #equites,Government,['Official'],Related and informative
589,589,329569609483169792,Bangladesh factoy-collapse toll passes 400: EU says it may use trade as leverage for improvements in working c... http://t.co/Wfehrivr0c,Government,['Official'],Related and informative
590,590,329571899539615744,Bangladesh factory-collapse toll passes 400: EU says it may use trade as leverage for improvements in working ... http://t.co/O3a6rcyqbT,Government,['Official'],Related and informative
591,591,329695698645831680,Considering worker's rights everywhere on #MayDay - especially in light on the 400+ death toll in the #Bangladesh building collapse,Government,['Official'],Related and informative
592,592,330217163862454272,"http://t.co/truWSDNaYS Police: Bangladesh collapse deaths surpass 500 DHAKA, http://t.co/EdYNeSvcVn #bbc #career #pbs #style #english",Government,['Official'],Related and informative
593,593,331999952790237184,"Over 50 more bodies recovered from #Bangladesh factory, bringing the death toll to 761, according to authorities http://t.co/6OLvVXMK8d",Government,['Official'],Related and informative
594,594,332111093457637376,Bangladesh police say death toll from garment factory collapse has topped 800,Government,['Official'],Related and informative
595,595,333914434441474050,"Bangladesh to end search for collapse victims: DHAKA, Bangladesh (AP) — Bangladesh’s military is ending its se... http://t.co/bIs04c5YW0",Government,['Official'],Related and informative
596,596,333956566229336066,Bangladesh to end search for collapse victims: Source: [b]AP-Excite[/b]            By FARID HO... http://t.co/MN0bT1vUVF #politics #news,Government,['Official'],Related - but not informative
597,597,333959808417939459,RT@Asher_Wolf #Guardian: Bangladesh eases trade union laws after factory building collapse http://t.co/I4KG8an3GK  #1u,Government,['Official'],Related and informative
598,598,346586290860457985,"RT @SchoolprobIems: Singapore should build something similar to Singapore Flyer but call it the Singapore Fan so when the haze comes, we ca…",Government,['Official'],Related - but not informative
599,599,346603332330196992,"RT @SchoolprobIems: Singapore should build something similar to Singapore Flyer but call it the Singapore Fan so when the haze comes, we ca…",Government,['Official'],Related - but not informative
600,600,346919486378610690,"RT @NajibRazak: Ministers from Indonesia, Brunei, Singapore &amp; Thailand will meet here to find solution to eliminate haze.",Government,['Official'],Related and informative
601,601,346967439847866368,"RT @NajibRazak: Ministers from Indonesia, Brunei, Singapore &amp; Thailand will meet here to find solution to eliminate haze.",Government,['Official'],Related and informative
602,602,347366284612218881,"RT @SchoolprobIems: Weather Hot, We complain, Weather Cold, We complain, Now got haze, We complain. If Singapore got snow, Will complain or…",Government,['Official'],Related - but not informative
603,603,347378716512485376,"RT @STcom: Minister Vivian: #sghaze task force formed, schools may close if situation persists",Government,['Official'],Related and informative
604,604,347378779431243776,"RT @STcom: Minister Vivian: #sghaze task force formed, schools may close if situation persists",Government,['Official'],Related and informative
605,605,347379114967179265,RT @STcom: Minister Vivian: #sghaze plans to publish high-res photos of hotspots and use crowd sourcing to identify companies responsible,Government,['Official'],Related - but not informative
606,606,347380767560708096,"RT @ChannelNewsAsia: Minister Vivian: We will keep cloud seeding option open, but for cloud seeding to work, we need clouds #SGHaze",Government,['Official'],Related - but not informative
607,607,347381707072208896,"RT @izzahaziqah: “@STcom: Minister Vivian: #sghaze task force formed, schools may close if situation persists” http://t.co/RyYUywekZs",Government,['Official'],Related - but not informative
608,608,347384072647094272,RT @SCDF: Thank you for all the RTs.Salute to the men and women in #TheLifeSavingForce who are on standby despite #sghaze,Government,['Official'],Related - but not informative
609,609,347540369182961665,"RT @STcom: Minister Vivian: #sghaze task force formed, schools may close if situation persists",Government,['Official'],Related and informative
610,610,347583956415287296,RT @govsingapore: 3-hour PSI is 371. Issued 1pm. http://t.co/4H5aOnf2DU #sghaze,Government,['Official'],Related and informative
611,611,347618622321086464,@leehsienloong @ChannelNewsAsia  singapore do a good job about this haze,Government,['Official'],Related - but not informative
612,612,348024719032860672,"RT @MOEsg: For the well-being of our staff &amp; students, ALL school activities are cancelled for the rest of the June vacation. #edsg #sghaze",Government,['Official'],Related and informative
613,613,348095921529176064,"RT @jiyongahhh: what the fuck? :) “@STForeignDesk: Indonesia will not apologise to Singapore for haze: foreign minister, http://t.co/4Chp7Y…",Government,['Official'],Related and informative
614,614,349094690177576960,"Haze update: Malaysia, Singapore should know themselves, says Indonesian minister http://t.co/SgSnrfwuAx",Government,['Official'],Related and informative
615,615,360138363904335873,RT @Xunta: En unos minutos comenzaremos a ofrecer información OFICIAL sobre el descarrilamiento del tren en Santiago de Compostela.,Government,['Official'],Related and informative
616,616,360138758177308672,"Official: Train derails in Spain: A train derailed Wednesday in northwestern Spain, a g... http://t.co/vquQffJkLS http://t.co/UiO3vByg5g",Government,['Official'],Related and informative
617,617,360351715595268097,RT @RCTVenlinea: Presidente de España visita la zona donde se descarrilo tren llegando a Santiago. http://t.co/UN4P14OTlL,Government,['Official'],Related and informative
618,618,360375736361684992,@marianorajoy anuncia tres días de luto en España tras accidente de tren que dejó 79 muertos http://t.co/hvDbMRXXjM,Government,['Official'],Related and informative
619,619,360407378195255298,Autoridades concluyen búsqueda de víctimas del tren accidentado en España   http://t.co/5wrYfKezuZ,Government,['Official'],Related and informative
620,620,360449396728528897,2 colombianos heridos en accidente de tren en España.Cancillería. Consulado Madrid teléfono local: 34 659678469 cmadrid@cancilleria.gov.co,Government,['Official'],Related and informative
621,621,360459668587413504,No se registra hasta el momento ningún ecuatoriano en la lista de víctimas y heridos tras accidente de tren en #España. (Cancillería),Government,['Official'],Related and informative
622,622,360513183678595072,Santiago train crash: Spain declares three days of national mourning: Minute's silence is observed across Spai... http://t.co/JYy3sWJf6s,Government,['Official'],Related and informative
623,623,360760026857615362,Policía rebaja provisionalmente a 78 los muertos en accidente de tren España http://t.co/9o2LPWj4M2 #News,Government,['Official'],Related and informative
624,624,360768243520126980,La Policía española ajusta a 78 las víctimas mortales tras accidente de tren de Santiago de Compostela http://t.co/xGilII4K9M,Government,['Official'],Related and informative
625,625,360972921361014784,Los reyes de España también ofrecen condolencias por los muertos en el accidente de tren http://t.co/zKI8NV3isQ,Government,['Official'],Related - but not informative
626,626,361265646010499073,"Police accuse Spain train crash driver of &amp;#039;reckless homicide,&amp;#039; minister says - http://t.co/rYwK9EkllS",Government,['Official'],Related and informative
627,627,361787165778264064,"[AP TOP] Spanish royals to attend Mass for train dead: SANTIAGO DE COMPOSTELA, Spain (AP) — Spain's royal fami... http://t.co/pat052dI8q",Government,['Official'],Related and informative
628,628,361980535775571968,@ColonelBieber Mass for Spanish train crash dead: Members of Spain's royal family attend a Mass in Santiago de Composte...  @bowdowngomez,Government,['Official'],Related and informative
629,629,363458935686053889,RT @Smsjars: Spain Train #Tragedy  http://t.co/x83DR5JXd4   Reports have indicated that 80 died in a train crash http://t.co/ttjZtQGZrt,Government,['Official'],Related and informative
630,630,324715289801531393,Official: Several injured in Texas plant explosion http://t.co/c9PTjgIvQ4,Government,['Official'],Related and informative
631,631,324726190785060866,RT @yonkersoem40: RT @WestISD: Law enforcement is advising residents to leave town immediately  #WestExplosion #txfire #Waco #TX,Government,['Official'],Related and informative
632,632,324737460867317761,Texas authorities reporting 60-70 dead and over 200 injured after fertilizer plant explosion. #westexplosion http://t.co/MzL6c2LxDj,Government,['Official'],Related and informative
633,633,324737758671294464,"Authorities: Fertilizer plant explodes near Waco, Texas - Apr 18 @ 12:14 AM ET http://t.co/Mo9aaSVjkd",Government,['Official'],Related and informative
634,634,324738773697048576,"Mayor of #West, Texas:  Please send us your prayers.  There's a lot of people who won't be here tomorrow.",Government,['Official'],Related - but not informative
635,635,324738794655993856,The blast flattened homes in a five block radius according to Mayor Muska. #westtx,Government,['Official'],Related and informative
636,636,324746419921633281,Request for US Army - Tx National Guard WMD Weapons of Mass Destruction Civil Support Team to respond #waco,Government,['Official'],Related and informative
637,637,324748533863432192,RT @CIApressoffice: photo of apartment near explosion in #West Texas - @roncorning http://t.co/6qpWIfNgRv #WestTX,Government,['Official'],Related and informative
638,638,324820453564768256,#westtx officials say they are still in search and rescue mode. 5-15 feared dead. Hundreds hurt.,Government,['Official'],Related and informative
639,639,324852523221520384,RT @wvlt: Police: Between 5 and 15 people killed in fertilizer plant explosion in #WestTX; more than 160 hurt. http://t.co/GPq63PsTcq #p ...,Government,['Official'],Related and informative
640,640,324854398071230465,The West Mayor says several houses and a nursing home have been evacuated following a deadly fertilizer explosion. http://t.co/cU34Jyg8E9,Government,['Official'],Related and informative
641,641,324858365870235651,Police: 5 to 15 people killed in Texas explosion: Rescue workers searched rubble early Thursday for survivors of... http://t.co/DiD9NxhiZr,Government,['Official'],Related and informative
642,642,324945473205051392,Texas gov.: Plant explosion a 'nightmare scenario': Texas Gov. Rick Perry is calling the deadly fertilizer pla... http://t.co/nNpCD3t8aL,Government,['Official'],Related - but not informative
643,643,324961512198381569,RT @tedcruz: Anyone looking for information or assistance with the West explosion may dial the Texas Information Referral Network at 2-1-1.,Government,['Official'],Related and informative
644,644,324980290122551296,"RT @WSJ: #WestTX mayor: Those killed in blast include 5 volunteer firefighters, 4 EMTs and a Dallas firefighter. http://t.co/ilE8nn1iSs",Government,['Official'],Related and informative
645,645,324989228155027456,RT @DavidMaly1: McLennen County Sheriff: We do not know the cause of the fire. #Westexplosion,Government,['Official'],Related and informative
646,646,325016897999474688,DISASTER: EMS Director Says as Many as 70 People Feared Dead in Texas Fertilizer Plant Explosion (Video) http://t.co/kMbOGvOOC4 #paperli,Government,['Official'],Related and informative
647,647,325038259598135298,"RT @cnnbrk: Some 35 people, including 10 first responders, died in fertilizer plant blast, West, Texas, mayor told USA Today  http://t.c ...",Government,['Official'],Related and informative
648,648,325051513577799680,"State Leaders: Investigation of West, Texas Plant Explosion Underway - Burnt Orange Report http://t.co/017vbCjxX8",Government,['Official'],Related and informative
649,649,325276860944613378,Official: 12 bodies recovered after Texas blast: A tiny farm town that was rocked by a roaring explosion at a ... http://t.co/dzFHsEAhDv,Government,['Official'],Related and informative
650,650,325442485625167872,"RT @whitehouse: POTUS: We've also seen a tight-knit community in Texas devastated by a terrible explosion, &amp; I want them to know that t…",Government,['Official'],Related - but not informative
651,651,325769481962012672,"A day after a deadly explosion at a Texas fertilizer plant, the Government Accountability Office issued a report finding that some states..",Government,['Official'],Related and informative
652,652,328281467396435968,RT @SenTedCruz: It's sad that @Sacbee_news chose to publish such a tasteless cartoon about West explosion -- especially on the day we mourn…,Government,['Official'],Related - but not informative
653,653,332577302930137088,"#M1Serverz Liability insurance not required at plants like West Fertilizer, although facility... http://t.co/HYyzzn1wsN #M1ServerzForums",Government,['Official'],Related and informative
