,Unnamed: 0,Unnamed: 0.1,Tweet ID, Tweet Text, Information Source, Information Type, Informativeness
697,697,697,402758511383543808,"RT @DeBortoliF: #sardegna,con il Tg di Mentana, il Corriere della Sera avvia una raccolta di fondi con l'iniziativa Un aiuto subito.",Outsiders,['Volunteer'],Related and informative
698,698,698,402759677391695872,RT @Pinucciotwit: #allertameteoSAR A disposizione 2 appartamenti a BADESI. 9 e 7 posti letto.388-6345266 #alluvionesardegna #Olbia #Sardegna,Outsiders,['Volunteer'],Related - but not informative
699,699,699,402763963970363392,RT @CriticoCinema: #MEDIAFRIENDS IBAN: IT 03 S 03069 09400 000000006262 CAUSALE: #Alluvione #Sardegna @ritadallachiesa @Pinucciotwit @Fiore…,Media,['Volunteer'],Related and informative
700,700,700,402765692027817984,RT @cjmimun: Beneficiario:     MEDIAFRIENDS IBAN             :     IT 03 S 03069 09400 000000006262 CAUSALE     :     Alluvione Sardegna,Outsiders,['Volunteer'],Related and informative
701,701,701,402766430237884417,RT @fattoquotidiano: #Sardegna Letta: “20 milioni per la Sardegna. Poi allentamento patto Stabilità” http://t.co/8q14QYMZDO (VIDEO),Media,['Volunteer'],Related and informative
702,702,702,402774915285524480,"RT @Comune_Cagliari: RT @DeBortoliF: #sardegna,con il Tg di Mentana, il Corriere della Sera avvia una raccolta di fondi con l'iniziativa Un…",Government,['Volunteer'],Related and informative
703,703,703,402780246271066113,RT @SkyTG24: #Letta: «Subito stanziati 20 milioni di euro per l'emergenza maltempo in #Sardegna». http://t.co/XnUsrgoFYr,Media,['Volunteer'],Related and informative
704,704,704,402780929950625792,"#Sardegna, @BriatoreFlavio mette il Billionaire a disposizione degli alluvionati http://t.co/BpU9U81esy #allertameteoSAR #ForzaSardegna",Media,['Volunteer'],Related and informative
705,705,705,402781823341965312,RT @Alessandra_Bip: Tutti i numeri di chi offre alloggio #allertameteoSAR #Sardegna #cleopatra #ForzaSardegna #Olbia @indivanados http://t.…,Outsiders,['Volunteer'],Related and informative
706,706,706,402782838355148800,"RT @frav89: #Sardegna, @BriatoreFlavio mette il Billionaire a disposizione degli alluvionati http://t.co/BpU9U81esy #allertameteoSAR #Forza…",Outsiders,['Volunteer'],Related and informative
707,707,707,402800899015204864,"#Olbia farmacia LUPACCIOLU aperta, sala comunale allestita per emergenze. #sardegna",Outsiders,['Volunteer'],Related and informative
708,708,708,402804271256576000,RT @rinaldosidoli: L'#Enpa offre pieno supporto in tutta la #Sardegna con uomini e mezzi. Mette a disposizione ambulanze veterinarie 070684…,Outsiders,['Volunteer'],Related and informative
709,709,709,402805269471956992,RT @rinaldosidoli: L'#Enpa offre pieno supporto in tutta la #Sardegna con uomini e mezzi. Mette a disposizione ambulanze veterinarie 070684…,Outsiders,['Volunteer'],Related and informative
710,710,710,402812085228568576,Fondi manifestazione giovani #pdl: abbiamo chiesto vengano devoluti alla #Sardegna per l'emergenza. @SardignaNovas http://t.co/0wdLoBjSnt,Government,['Volunteer'],Related and informative
711,711,711,402823044961275904,La #solidarietà ha un nome solo: #ForzaSardegna! #Olbia attivato CC per aiuti IBAN IT72U0101584980000070361388  #Sardegna #AllertameteoSAR,Outsiders,['Volunteer'],Related and informative
712,712,712,402823539876954112,"RT @greenMe_it: Alluvione Sardegna: tutti i numeri utili per segnalare le emergenze (#allertameteoSAR, #sardegna, #forzasardegna)- http://t…",Outsiders,['Volunteer'],Related and informative
713,713,713,402830624069001216,RT @KelleddaMurgia: #Sardegna. Telefono per assistenza a malati e disabili: 800062026 (fonte verificata),Outsiders,['Volunteer'],Related and informative
714,714,714,402840765896081408,RT @BlitzQuotidiano: Flavio Briatore offre 14 alloggi del Billionaire agli alluvionati in Sardegna: #alluvione #billionaire #flavio... http…,Media,['Volunteer'],Related and informative
715,715,715,402841730548264960,#Alluvione in #Sardegna: stanziati 25 milioni per l'#emergenza - continua il #maltempo #meteo #cleopatra #ciclone... http://t.co/qJ1nHQDkPd,Media,['Volunteer'],Related and informative
716,716,716,402851138380521472,RT @SaveChildrenIT: #SARDEGNA: stiamo raccogliendo informazioni su necessità specifiche della popolazione #allertameteoSAR #SOSALLUVIONESAR…,NGOs,['Volunteer'],Related - but not informative
717,717,717,402852035978346496,"#Alluvione in #Sardegna, dall'#Umbria uomini e mezzi http://t.co/hqEx3XeTpF http://t.co/CyZaLuV089",Media,['Volunteer'],Related and informative
718,718,718,402875050120212481,RT @myrtamerlino: Emergenza #Sardegna: un aiuto subito! Anche @TgLa7 vuole aiutare le popolazioni alluvionate. Ecco come dare una mano: htt…,Outsiders,['Volunteer'],Related and informative
719,719,719,402881911984766977,RT @PamelaFerrara: Emergenza #Sardegna: raccolta fondi promossa da Corriere e La7  IT86 R030 6909 4000 0000 0111 105 #allertameteoSAR #Forz…,Outsiders,['Volunteer'],Related and informative
720,720,720,402890493534961665,RT @cagliari24: ALLUVIONE: ECCO COME AIUTARE LA SARDEGNA E I SARDI -----&gt; http://t.co/hYLQJ9j4Eq http://t.co/ViSPksZJbk,Government,['Volunteer'],Related and informative
721,721,721,402891483420053504,condividete... #Sardegna ...offrono alloggio a Olbia... http://t.co/UKzqTWsrx8,Outsiders,['Volunteer'],Related and informative
722,722,722,402895577026805760,http://t.co/m5IY4B95Es #SARDEGNA ECCO I NUMERI X DONARE RT @BenedictaBoccol @benedettaparodi @gerrygreco @Gerry_Scotti @RudyZerbi,NGOs,['Volunteer'],Related and informative
723,723,723,402896290079854592,"RT @CaritasSassari: #Alluvione #Sardegna: si cercano #volontari, materassi, attrezzature x spalare. Contattare Donatella Careddu 340 102535…",NGOs,['Volunteer'],Related and informative
724,724,724,402901734265483264,"RT @CaritasSassari: #Alluvione #Sardegna: si cercano #volontari, materassi, attrezzature x spalare. Contattare Donatella Careddu 340 102535…",NGOs,['Volunteer'],Related and informative
725,725,725,402902350857515008,RT @Pilis_Rossi93: #allertameteoSAR Maria Grazia Rassu può ospitare 3 persone a #Sassari 3453705811 #Sardegna,Outsiders,['Volunteer'],Related and informative
726,726,726,402923829871513600,"Alluvione in Sardegna, le idrovore dell'Esercito (La Repubblica)  http://t.co/l3IaHAaYfQ",Media,['Volunteer'],Related and informative
727,727,727,403055682016251905,"Alluvione Sardegna: 14 squadre delle Misericordie pronte a partire da Toscana, Lazio e Umbria http://t.co/DnyoZYKDjr",Media,['Volunteer'],Related and informative
728,728,728,403070118819016704,RT @KateAndora: @CriticoCinema: #MEDIAFRIENDS IBAN: IT 03 S 03069 09400 000000006262 CAUSALE: #Alluvione #Sardegna  Aiutiamo la Sardegna R…,Media,['Volunteer'],Related and informative
729,729,729,403078247375966208,RT @UniCredit_PR: #Emergenza maltempo #Sardegna: UniCredit apre un conto per la raccolta fondi in favore della popolazione colpita dall’#al…,Business,['Volunteer'],Related and informative
730,730,730,403082953359900672,RT @giornaleprociv: #Emergenza #Sardegna: le #Misericordie pronte a partire -  #ProtezioneCivile  #allertameteoSAR #dpc http://t.co/sCTIUP9…,Media,['Volunteer'],Related and informative
731,731,731,403086090699280384,RT @siamoilsociale: Rete di solidarietà della #Confcoopetative #Sardegna per l'emergenza #allertameteoSAR http://t.co/D78QTzSgG9,NGOs,['Volunteer'],Related and informative
732,732,732,403093942465732608,RT @CaritasSassari: #Alluvione #Sardegna Come si sta muovendo la Caritas di Sassari http://t.co/TO0odZQeom #Caritas #cleopatra #forzasardeg…,NGOs,['Volunteer'],Related and informative
733,733,733,403105032205508608,RT @ManoloChirico: Sostieni la #Sardegna e dona ora! leggi tutto @Toro_News http://t.co/cjBKZZ9NN8 #ciclone #Cleopatra http://t.co/ksCAhrZZ…,Media,['Volunteer'],Related and informative
734,734,734,403109666902642688,Collegamenti Genova-Olbia gratis per residenti e soccorritori  fino al 30/11 con Tirrenia http://t.co/b4FYr3kNs1 #allertameteoSAR #Sardegna,Media,['Volunteer'],Related and informative
735,735,735,403146325136785408,"RT @CriVigevano: E' ORA DI ENTRARE IN AZIONE!! #Sardegna, è attivo il numero solidale 45500. DONA 2 EURO da CELLULARE e TELEFONO... http://…",NGOs,['Volunteer'],Related and informative
736,736,736,403155850384379904,RT @Raffaella2F2L: #allertameteoSAR #Sardegna TUTTE LE PERSONE CELIACHE SONO PREGATE DI DONARE AI PUNTI DI RACCOLTA ALIMENTI SENZA GLUTINE!…,Outsiders,['Volunteer'],Related and informative
737,737,737,403166491333636096,RT @Julius09099035: @Fiorello mandate un SMS al 45500 Numero della Croce Rossa per aiutare gli alluvionati in #Sardegna diffondi per favore,Outsiders,['Volunteer'],Related and informative
738,738,738,403168756266192896,RT @Julius09099035: @Fiorello mandate un SMS al 45500 Numero della Croce Rossa per aiutare gli alluvionati in #Sardegna diffondi per favore,NGOs,['Volunteer'],Related and informative
739,739,739,403176553455968256,"#Alluvione in #Sardegna, #Caritas #Padova avvia raccolta #fondi di #solidarietà http://t.co/HK2ldEhkJz via @padovaoggi",Outsiders,['Volunteer'],Related and informative
740,740,740,403178499630194689,RT @ugocappellacci: Ecco i primi 39 centri di raccolta #allertameteoSAR #Sardegna https://t.co/FO7fMDHp40,Government,['Volunteer'],Related and informative
741,741,741,403184887559360512,RT @ugocappellacci: Ecco i primi 39 centri di raccolta #allertameteoSAR #Sardegna https://t.co/FO7fMDHp40,Government,['Volunteer'],Related and informative
742,742,742,403186141660471296,45500 #Sardegna #alluvione #crocerossa #cri #wind,NGOs,['Volunteer'],Related - but not informative
743,743,743,403187827774881792,RT @AlienaKent: @JustElisabetta la #CRI ha attivato SMS solidale 45500. #Sardegna Per le donazioni entrate nel SITO UFFICIALE http://t.co/g…,Outsiders,['Volunteer'],Related and informative
744,744,744,403193536193261568,@malikayane mandate un SMS al 45500 Numero della Croce Rossa per aiutare gli alluvionati in #Sardegna diffondi per favore,Media,['Volunteer'],Related and informative
745,745,745,403204311356026880,"RT @pressCROCEROSSA: #Sardegna, è attivo il numero solidale 45500. DONA 2 EURO da CELLULARE e TELEFONO FISSO per aiutare insieme alla... ht…",NGOs,['Volunteer'],Related and informative
746,746,746,403206865708126208,"Alluvione Sardegna:attivato il numero solidale della Croce Rossa,sms al 45500 @105MusicAndCars @bravoAlvin @Giorgia_Palmas @JustElisabetta",Media,['Volunteer'],Related and informative
747,747,747,403221994566852608,Iniziativa: 20 abbonamenti Solidarietà ‘Pro Alluvione Sardegna’ http://t.co/TVOXySKK4P,Media,['Volunteer'],Related - but not informative
748,748,748,403232031511166977,Alluvione Sardegna - Elenco Centri di Raccolta http://t.co/bHKLKaY6RI,NGOs,['Volunteer'],Related and informative
749,749,749,403243674894888960,Alluvione Sardegna: ecco come aiutare la popolazione (occhio alle fregature) Volete aiutare la Sardegna... http://t.co/sd7TkB8r2H,Outsiders,['Volunteer'],Related and informative
750,750,750,403257096697040896,"RT @vascocarlita: Piero sta organizzando un furgone di aiuti per la #Sardegna,partirà venerdì pomeriggio da #BOLOGNA.Tel 3385050705 #allert…",Outsiders,['Volunteer'],Related and informative
751,751,751,403258963166527488,"RT @sulromanzo: RT per favore: Alluvione #Sardegna: attivato il numero solidale della Croce Rossa, sms del valore di due euro al 45500. #al…",Outsiders,['Volunteer'],Related and informative
752,752,752,403288751100928000,"RT @milecea: #Sardegna Metto a disposizione il mio b&amp;b. Senza problemi contattatemi, il mio num e' 3939800313  (Jobee Azara) #allertameteo…",Outsiders,['Volunteer'],Related and informative
753,753,753,403301581481074688,"RT @milecea: #Sardegna Metto a disposizione il mio b&amp;b. Senza problemi contattatemi, il mio num e' 3939800313  (Jobee Azara) #allertameteo…",Outsiders,['Volunteer'],Related and informative
754,754,754,403323387662987266,Emergenza alluvione Sardegna  La Caritas diocesana di Cagliari ha promosso una raccolta di biancheria intima... http://t.co/6vLMOi2dYr,Outsiders,['Volunteer'],Related and informative
755,755,755,403452815500394496,"Donazioni Alluvione Sardegna: Ecco come fare, numeri e c/c utili! - Sardegna http://t.co/WXrYvL2IoN",NGOs,['Volunteer'],Related and informative
756,756,756,403473317241581568,Manda un SMS per aiutare la #Sardegna 🇮🇹🇮🇹🇮🇹 !!!! http://t.co/5gRT12SRPV,Outsiders,['Volunteer'],Related and informative
757,757,757,403486508331839488,RT @Papryka5: #Sardegna #ForzaSardegna #grazie ai soccorritori oltre a salvare le xsone si occupano anche amici 4 zampe http://t.co/mco7QBw…,Outsiders,['Volunteer'],Related and informative
758,758,758,403497031861555200,"RT @crocerossa: Aiuta la #Sardegna, dona ora 2 euro al 45500 da mobile e fisso e sostieni con la #Crocerossa la popolazione. http://t.co/fD…",NGOs,['Volunteer'],Related and informative
759,759,759,403510617199611904,Alluvione #Sardegna - Protezione civile invita a sospendere invio aiuti: centri raccolta saturi http://t.co/cUESZa2IR8 #allertameteoSAR,Outsiders,['Volunteer'],Related and informative
760,760,760,403520398316544001,RT @FannyStravato: Al 45500 possiamo inviare un #sms. Un piccolissimo aiuto #proalluvione #Sardegna.,Outsiders,['Volunteer'],Related and informative
761,761,761,403528589792276480,Emergenza #Sardegna. Iniziativa di raccolta fondi del #Credito #Cooperativo. Grazie! #ForzaSardegna http://t.co/FEHOp0dIQ5,Business,['Volunteer'],Related and informative
762,762,762,403542124794507264,"RT @crocerossa: @SocialeInforma Aiuta la #Sardegna con la #Crocerossa, dona ora 2 euro al 45500 da mobile e fisso. http://t.co/fDnpKfQOd6",NGOs,['Volunteer'],Related and informative
763,763,763,403544616227848192,RT @Comune_Cagliari: Centri raccolta saturi: Protezione Civile #Sardegna invita ad interrompere invio di aiuti ai centri http://t.co/rw3HzY…,Government,['Volunteer'],Related and informative
764,764,764,403552535085977600,RT @Oltremedianews: Oltre|Satira. #Civati propone di donare i due euro delle primarie del #PD alla #Sardegna. Ora bisognerà solo... http://…,Media,['Volunteer'],Related and informative
765,765,765,403579529610158080,"RT @Ema_poet: @mannoiafiorella Aiuta la #Sardegna,dona ora 2 euro al 45500 da mobile e fisso e sostieni con la #Crocerossa la popolazione.",Outsiders,['Volunteer'],Related and informative
766,766,766,403590506116300800,"RT @il_libertario: Appello della #Caritas: Servono volontari materassi, lenzuola e coperte per il nord e centro Sardegna. #sardegna #alle…",Outsiders,['Volunteer'],Related and informative
767,767,767,403592808793374720,RT @LAVonlus: #Sardegna 5000€ in cibo e cucce a #canile Villacidro:grazie a voi e donazione @paolobelliswing http://t.co/lXhqWiR470 http://…,Business,['Volunteer'],Related and informative
768,768,768,403634688897875968,RT @Lolla_____: Il ricavato delle votazioni di #XF7 verrà devoluto alle popolazioni colpite dall'alluvione in #sardegna Grazie #XFactor,Outsiders,['Volunteer'],Related and informative
769,769,769,403637167748296704,"RT @crocerossa: Aiuta la #Sardegna, dona ora 2 euro al 45500 da mobile e fisso e sostieni con la #Crocerossa la popolazione. http://t.co/fD…",NGOs,['Volunteer'],Related and informative
770,770,770,403822237226393600,RT @chefuturo: Ecco come #Opendata in #Sardegna sta aiutando i soccorsi. E ricucendo il rapporto tra cittadini e regione http://t.co/FzlgwX…,Media,['Volunteer'],Related and informative
771,771,771,403834576830988288,"RT @CaputLiberum: Dopo la raccolta fondi, scatta la raccolta di generi di prima necessità #Sardegna #Elba http://t.co/YoP8JSrSSR via @Elbar…",Media,['Volunteer'],Related and informative
772,772,772,403888956020129793,RT @juventusfc: La #Sardegna ha bisogno dell'aiuto di tutti. Mandiamo un sms al 45500 per sostenere l'opera della @crocerossa,Business,['Volunteer'],Related and informative
773,773,773,403905242481164289,RT @juventusfc: La #Sardegna ha bisogno dell'aiuto di tutti. Mandiamo un sms al 45500 per sostenere l'opera della @crocerossa,NGOs,['Volunteer'],Related and informative
774,774,774,403912515387547648,"@msimpresa Aiuta la #Sardegna, dona 2 euro al 45500 da mobile\ fisso e sostieni con #Crocerossa la popolazione. pic.twitter.",NGOs,['Volunteer'],Related and informative
775,775,775,403917552767598592,"Donate un sms di 2euro x la #sardegna al 45500. Non vi costa nulla mandarne uno tra tutte le sigarette, le birre e i caffè che vi comprate!",Outsiders,['Volunteer'],Related and informative
776,776,776,403994090439991297,"RT @crocerossa: #Sardegna, dona 2 euro al 45500 da mobile e fisso e aiuti con la #Crocerossa la popolazione colpita dall' #alluvione http:/…",NGOs,['Volunteer'],Related and informative
777,777,777,403995264849305600,"RT @crocerossa: Aiuta la #Sardegna, dona ora 2 euro al 45500 da mobile e fisso e sostieni con la #Crocerossa la popolazione. http://t.co/fD…",NGOs,['Volunteer'],Related - but not informative
778,778,778,403998536402214912,RT @antonio_col: Buona notte. SMS al 45500 per sostenere la #Sardegna. #ForzaSardegna,Outsiders,['Volunteer'],Related and informative
779,779,779,403999274566156288,45500 dona 2 euro alla Croce Rossa Italiana per la regione Sardegna.  #Sardegna #ForzaSardegna,Outsiders,['Volunteer'],Related and informative
780,780,780,403999916311445505,"RT @crocerossa: Aiuta la #Sardegna, dona ora 2 euro al 45500 da mobile e fisso e sostieni con la #Crocerossa la popolazione. http://t.co/fD…",NGOs,['Volunteer'],Related and informative
781,781,781,404005486342975488,RT @juventusfc: La #Sardegna ha bisogno dell'aiuto di tutti. Mandiamo un sms al 45500 per sostenere l'opera della @crocerossa,Business,['Volunteer'],Related and informative
782,782,782,404011312235429888,RT @mikelaguidi: sms al 45500 doniamo 2€ per la #Sardegna. http://t.co/UW2bLG2XjA,Outsiders,['Volunteer'],Related and informative
783,783,783,404013702971932672,RT @CopernicusEU: The #Copernicus Emergency service has just been activated for the flooding in Sardinia. http://t.co/XounyEHK6c,Government,['Volunteer'],Related and informative
784,784,784,404017750479470592,@valeyellow46  uccioyellow46 #emergenzasardegna #ciclone #sardegna #dona #2 #euro #iol'hofatto http://t.co/QSayCtteti,Outsiders,['Volunteer'],Related - but not informative
785,785,785,404018165728153600,RT @CriticoCinema: #FF #BuonaNotte @crocerossa per l'emergenza in #Sardegna #AllertameteroSAR #SARDIUNITI #ForzaSardegna @SardiUniti http:/…,Media,['Volunteer'],Related and informative
786,786,786,404062503707369473,"@crocerossa: Aiuta la #Sardegna, dona ora 2 euro al 45500 da mobile e fisso e sostieni con la #Crocerossa la popolazione.@NuovaSesto",NGOs,['Volunteer'],Related and informative
787,787,787,404154178626662401,I soldi donati con sms per Abruzzo ed Emilia sono ancora nelle banche e non in mano agli sfollati! AIUTO CONCRETO NON SMS!! #Sardegna,Outsiders,['Volunteer'],Related and informative
788,788,788,404175678633156611,#solidarietà nella giusta direzione / @AltroConsumo: http://t.co/698Ckj7EX9 @caritas_milano @CaritasItaliana #alluvione #Sardegna #Filippine,NGOs,['Volunteer'],Related and informative
789,789,789,404232893129818112,RT @bacci7_bacci: @Coopitalia potrebbe inviare aiuti alle zone della Sardegna colpite dall'alluvione #allertameteoSAR,Outsiders,['Volunteer'],Related and informative
790,790,790,404239285236547584,RT @paolocarda: Inviate un messaggio al 45500 #Sardegna #help #45500 http://t.co/LzbtrotsB3,Outsiders,['Volunteer'],Related and informative
791,791,791,404240505804169216,RT @nicola_pinna: A  #Olbia c'è bisogno di cibi in scatola e e detersivi. Per ora non servono vestiti. Ritwittate per favore #Sardegna #all…,Outsiders,['Volunteer'],Related and informative
792,792,792,404244301645119488,RT @nicola_pinna: A  #Olbia c'è bisogno di cibi in scatola e e detersivi. Per ora non servono vestiti. Ritwittate per favore #Sardegna #all…,Outsiders,['Volunteer'],Related and informative
793,793,793,404252639892094976,RT @nicola_pinna: A  #Olbia c'è bisogno di cibi in scatola e e detersivi. Per ora non servono vestiti. Ritwittate per favore #Sardegna #all…,Eyewitness,['Volunteer'],Related and informative
794,794,794,404267139626188800,RT @nicola_pinna: A  #Olbia c'è bisogno di cibi in scatola e e detersivi. Per ora non servono vestiti. Ritwittate per favore #Sardegna #all…,Outsiders,['Volunteer'],Related and informative
795,795,795,404313801253994496,RT @nicola_pinna: A  #Olbia c'è bisogno di cibi in scatola e e detersivi. Per ora non servono vestiti. Ritwittate per favore #Sardegna #all…,Eyewitness,['Volunteer'],Related and informative
796,796,796,404315923555033088,"RT @GranataStore: In arrivo i #profumi del #Toro ,saranno il tramite per raccogliere fondi in favore della #Sardegna - #Filippine. http://t…",Business,['Volunteer'],Related and informative
797,797,797,404352057484017664,RT @sardegnasulcis: Alluvione Sardegna: sindaco Sulcis devolve lo stipendio alle ... http://t.co/Ds1Hd92h9H,Media,['Volunteer'],Related and informative
798,798,798,404525802341294080,"#Alluvione - Caritas, cosa serve; da prossima settimana prodotti per riempire case http://t.co/3a2mcok2NK via #RegioneSardegna #Sardegna",NGOs,['Volunteer'],Related and informative
799,799,799,404735664329351168,RT @nicola_pinna: A  #Olbia c'è bisogno di cibi in scatola e e detersivi. Per ora non servono vestiti. Ritwittate per favore #Sardegna #all…,Outsiders,['Volunteer'],Related and informative
800,800,800,404738067661328384,RT @nicola_pinna: A  #Olbia c'è bisogno di cibi in scatola e e detersivi. Per ora non servono vestiti. Ritwittate per favore #Sardegna #all…,Outsiders,['Volunteer'],Related and informative
801,801,801,404740324201103360,RT @nicola_pinna: A  #Olbia c'è bisogno di cibi in scatola e e detersivi. Per ora non servono vestiti. Ritwittate per favore #Sardegna #all…,Outsiders,['Volunteer'],Related and informative
802,802,802,404885082248581120,RT @ronpaola: Fate girare. #Sardegna #alloggi #alluvione http://t.co/jAESXDj0px,Eyewitness,['Volunteer'],Related and informative
803,803,803,404894485852987392,"RT @nicola_pinna: A #Olbia adesso c'è bisogno di stufe. Dopo la pioggia è arrivato il freddo. Passate parola, ritwittate. #Sardegna #alluvi…",Eyewitness,['Volunteer'],Related and informative
804,804,804,404897644159713280,"RT @Adnkronos: Alluvione Sardegna, primo atto del commissario: 200 euro a persona: Caritas Olbia: servono con urgenza viveri,... http://t.c…",Media,['Volunteer'],Related and informative
805,805,805,404983686140944384,Emergenza alluvione in Sardegna Alitalia trasporta beni di prima necessità e apre una sottoscrizione:... http://t.co/1ZoUeYqoYZ #airnews,Outsiders,['Volunteer'],Related and informative
806,806,806,405270614279479296,"RT @nicola_pinna: A #Olbia adesso c'è bisogno di stufe. Dopo la pioggia è arrivato il freddo. Passate parola, ritwittate. #Sardegna #alluvi…",Outsiders,['Volunteer'],Related and informative
807,807,807,405354890408763392,"RT @nicola_pinna: A #Olbia adesso c'è bisogno di stufe. Dopo la pioggia è arrivato il freddo. Passate parola, ritwittate. #Sardegna #alluvi…",Outsiders,['Volunteer'],Related and informative
808,808,808,405365443277639680,"Alluvione, Poste Italiane: via libera a pagamenti in Sardegna e in Calabria - http://t.co/XAMpcZuk1T #calabria #news",Outsiders,['Volunteer'],Related and informative
809,809,809,406091368247742464,Dirigenti del PD: destinate le 2 euro delle primarie alla Sardegna colpita dall'alluvione http://t.co/t2nzqBEW7e via @change #primariePD,Government,['Volunteer'],Related and informative
810,810,810,406091758338973696,Dirigenti del PD: destinate le 2 euro delle primarie alla Sardegna colpita dall'alluvione http://t.co/t2nzqBEW7e via @change @matteorenzi,Government,['Volunteer'],Related and informative
811,811,811,406157017481773056,RT @XFactor_Italia: Il ricavato del televoto sarà devoluto alle persone colpite dall'alluvione in Sardegna. #XF7,Media,['Volunteer'],Related and informative
812,812,812,406171164873338880,"RT @ilghiozzo: Aiutiamo la #sardegna sms 45500 , non dimentichiamo !  #serviziopubblico",Outsiders,['Volunteer'],Related and informative
813,813,813,406181520613720065,RT @rinaldosidoli: #sapevatelo Il ricavato del televoto di #XF7 sarà devoluto alle persone colpite dall'alluvione in #Sardegna. Un bel gest…,Outsiders,['Volunteer'],Related and informative
814,814,814,327083926491394049,#Savar Needs #Blood! Peace http://t.co/C4iBw4M4jZ,Outsiders,['Volunteer'],Related - but not informative
815,815,815,327102662447345664,RT @thassanaumy: Hospitals need #Blood for #SavarBuildingCollapse  #Shahbag #Bangladesh #Dhaka #NeedBlood #Savar,Outsiders,['Volunteer'],Related and informative
816,816,816,327342962507907073,RT @Mehwaesh: I'm collecting funds to send to Dhaka to help cover medical expenses etc. for #Savar victims. Pl donate &amp;/or RT http://t.…,Outsiders,['Volunteer'],Related and informative
817,817,817,327395169026572288,URGENT MEDICAL SUPPLIES NEEDED FOR #SAVAR BUILDING COLLAPSE VICTIMS: Details included in picture #Shahbag #Bangladesh http://t.co/o6wcWvv01b,NGOs,['Volunteer'],Related and informative
818,818,818,327987937415405568,"RT @ShahbagInfo: URGENT REQUEST: LOTS of flashlights, electric lanterns needed for rescue effort at night in #Savar building collapse site.…",Media,['Volunteer'],Related and informative
819,819,819,328079419409317888,RT @sunny_hundal: .@Primarkjobs @Mango @Matalan: ensure safety for workers &amp; compensate victims of building collapse in Bangladesh http…,Media,['Volunteer'],Related and informative
820,820,820,328163305455751171,IRB Emergency Response to Savar: Day Three  Islamic Relief Bangladesh continued its support to the coordinated... http://t.co/0Jo9rZylHa,NGOs,['Volunteer'],Related and informative
821,821,821,328202287346491392,RT @CriticalReading: #Bangladesh: Tragedy in garments sector—support needed http://t.co/ECyXoNFdxU,Media,['Volunteer'],Related - but not informative
822,822,822,328214534718361600,"AP PHOTOS: Survivors found in Bangladesh collapse: By The Associated Press Working round-the-clock, rescuers h... http://t.co/yMNatuaPYo",Media,['Volunteer'],Related and informative
823,823,823,328756824645971968,"@SancheezyRican After collapse, signs of life: Bangladesh rescuers extend the search for survivors of a collapsed build...  @tobeymonster",Media,['Volunteer'],Related and informative
824,824,824,328761052496023552,"@SancheezyRican After collapse, signs of life: Bangladesh rescuers extend the search for survivors of a collapsed build...  @tobeymonster",Outsiders,['Volunteer'],Related and informative
825,825,825,329237282190155776,"Bangladeshis turn rescuers after building collapse: SAVAR, Bangladesh (AP) — The heat i... http://t.co/87kES5PeoE http://t.co/745ifx214v",Outsiders,['Volunteer'],Related and informative
826,826,826,332807398240702464,Wow! RT @BreakingNews: Bangladesh rescuers confirm they have freed survivor of building collapse after 17 days - @AP,Media,['Volunteer'],Related and informative
827,827,827,332811055690547200,RT @BBCBreaking: Woman taken to military hospital after being pulled alive from building which collapsed in #Bangladesh 17 days ago http://…,Media,['Volunteer'],Related and informative
828,828,828,333505489809862656,Bangladesh Underground Football League-BUFL:  We have decided to donate some of our profits for the Savar Rana... http://t.co/FvrYgPER37,Business,['Volunteer'],Related - but not informative
829,829,829,336423131549941760,"Use NGOs to support #Bangladesh workers, says expert @warwicknewsroom http://t.co/WQOzVUQP7f",Media,['Volunteer'],Related - but not informative
830,830,830,347255433351794688,RT @WolfbassDNivra: RT @SimplyNS: How you can help to reduce #SGHaze. #SimplyNS http://t.co/JLjNHPvFpx,Eyewitness,['Volunteer'],Related - but not informative
831,831,831,347671361524736001,RT @iSingaporeans: this 7yr old American is actually trying to do something to stop e haze. Unlike some who r paid millions. #sghaze http:/…,Outsiders,['Volunteer'],Related and informative
832,832,832,348030716883369984,"RT @ChannelNewsAsia: Singapore Armed Forces to help transport 1 million masks to 200,000 poorer households - will reach by Sunday #SGHaze",Media,['Volunteer'],Related and informative
833,833,833,348036274344574976,"RT @STcom: #SgHaze About 1 million N95 face masks will be given out free by the Government to 200,000 low-income and vulnerable households",Media,['Volunteer'],Related and informative
834,834,834,348528496886288385,RT @chuanjin1: #sghaze masks to Marine Pde delivered. Mountbatten ongoing. Off to potong Pasir  now.,Eyewitness,['Volunteer'],Related - but not informative
835,835,835,360134370947907585,RT @infoSCQ: Se recomienda donar sangre de todos los grupos tras el descarrilamiento de un tren Santiago de Compostela con fallecidos y her…,Media,['Volunteer'],Related and informative
836,836,836,360137457938870274,"RT @SoloTriples: Se necesitan donantes de sangre en Santiago de Compostela (Galicia) por el accidente de tren. RT GRACIAS, hace mucha falta.",Outsiders,['Volunteer'],Related and informative
837,837,837,360138229690810368,RT @BeatrizTalegon: Están pidiendo donaciones de sangre en el Hospital de Santiago de Compostela. Accidente mortal de tren. Colaboremos.,Outsiders,['Volunteer'],Related and informative
