Tweet ID,Tweet ID, Tweet Text, Information Source, Information Type, Informativeness
16020,347626725716402176,"RT @STcom: #SgHaze update: Hospitals seeing more patients with breathing problems, asthma http://t.co/O0NNQPESR2",Media,Affected individuals,Related and informative
16061,347701174604021761,Anyway the haze is really terrible. Usually can see Singapore for my level but now the haze has cover it entirely.,Eyewitness,Affected individuals,Related - but not informative
16062,347701896020099072,RT @ishan397: Not enough #Haze in Singapore? No problem! There are people to help! http://t.co/WLT48ids1o,Eyewitness,Affected individuals,Related - but not informative
16068,347715359769497600,"RT @HidayatGonzales: Haze or not haze, those construction workers will always be there making Singapore a better place to live in~ http://t…",Eyewitness,Affected individuals,Related - but not informative
16081,347770149962645505,"RT @HerbertRSim: Looking on the bright side, the haze problem in #Singapore will definitely tackle the cases of dengue in some areas. #Haze…",Eyewitness,Affected individuals,Related - but not informative
16100,347903151329918977,my contribution to the #sghaze pictures of #Singapore... view from my office building in Alexandra.… http://t.co/72N7UmslnG,Eyewitness,Affected individuals,Related and informative
16103,347905965703708672,RT @iamthekang: this is not a good week to work. #sghaze http://t.co/VlOmq43cCT,Eyewitness,Affected individuals,Related - but not informative
16121,347922390593961984,RT @vinitha: My work has asked us to work from home and not come in to work. All field work has been suspended for the past 3 days #sghaze,Eyewitness,Affected individuals,Related - but not informative
16125,347924559057534976,"RT @STcom: Take a selfie of yourself wearing a mask or anything else, to deal with the #sghaze or #haze, where you are. Tag @stcom as you s…",Media,Affected individuals,Related - but not informative
16136,347930884067950592,RT @Rainbows_1226: This is Singapore right now --&gt; RT iAhmaad_: Look at how bad the air is getting these few days. #SGHaze http://t.co/xgJ2…,Eyewitness,Affected individuals,Related - but not informative
16137,347931773243621378,RT @livinginsg: Haze now macam foreigner from Indonesia come in to Singapore...  See? We still don't like foreign stuff.,Eyewitness,Affected individuals,Related - but not informative
16142,347935086777348097,RT @FluffyIfaafy: Singapore so rich already. Can't they give workers a few off days from work. The haze is so bad.,Eyewitness,Affected individuals,Related - but not informative
16144,347936764469583872,RT @_Azroyz: June 2013 is the worst month for singapore. -Dengue -Slashing -Haze,Eyewitness,Affected individuals,Related and informative
16149,347941902504570881,RT @yourskeithly: Omfg. #sghaze http://t.co/JbMUWhoqf6,Eyewitness,Affected individuals,Related - but not informative
16156,347946382038007808,"RT @SoSingaporean: If PSI rises to 404, means error 404 Singapore Not Found, too hazy. #sghaze#sosingaporean http://t.co/EUO0rvrBo5",Eyewitness,Affected individuals,Related - but not informative
16164,347962446213955585,"And so I'll still head to work today, to spread a little love. #sghaze",Eyewitness,Affected individuals,Related - but not informative
16166,347966510469365760,It takes the whole country to solve the #haze problem in Singapore. Everyone should switch on the fan and blow it back to Indo.,Eyewitness,Affected individuals,Related - but not informative
16171,347970927067279360,RT @fabian24071995: “@STcom: #Sghaze update: Only a heavy downpour can help #Singapore now: #Indonesia http://t.co/QH756lzVGY” isn't it lik…,Eyewitness,Affected individuals,Related - but not informative
16183,347993924440297472,"The reason my flight in Tokyo issue. #smallworld “@SingaporeAir: Update on haze situation in Singapore, please visit http://t.co/ypzEVqcCCo",Outsiders,Affected individuals,Related and informative
16188,348001209946345472,RT @Smithankyou: The story of how I finally got a N95. #SGHaze #Singapore #BADSGHazePuns http://t.co/rggMwsbCMx,Eyewitness,Affected individuals,Related - but not informative
16228,348155077996986368,VIDEO: Why is Singapore lost in a haze? http://t.co/YBtx4iex8B,Media,Affected individuals,Related - but not informative
16241,348260355052539904,RT @ChannelNewsAsia: #SGHaze - 3-hr PSI is 326 as of 10am. Ricky sent us this pic saying this is how we work at Changi Airport http://t.c…,Media,Affected individuals,Related and informative
16243,348272161997324288,RT @RovinNation: The haze is making Singapore a more stressful place to live in.,Eyewitness,Affected individuals,Related - but not informative
16253,348286804320985089,@slimweixin: This couple seriously YOLO. LOL #sghaze http://t.co/EG0nPzjBw2,Not applicable,Affected individuals,Related - but not informative
16306,348471731180142592,"RT @chuaenlai: Yay! No more #sghaze! But nothing to talk about anymore. Ok lah, goodnight. ZZZZZZZ",Eyewitness,Affected individuals,Related - but not informative
16320,348696352915595267,"RT @Soshifiers: AFTER SOSHI LEFT, THE HAZE IS BACK. OH GOD, I THINK SNSD, YOU HAVE TO BE IN SINGAPORE FOREVER SO THERE WON'T BE HAZE.",Eyewitness,Affected individuals,Related - but not informative
16341,348817610265198595,RT @john_larkin: SIngapore CBD. Clear day &amp; the current haze disaster. Indonesia must stop illegal forest fires now. #haze #Singapore http:…,Eyewitness,Affected individuals,Related and informative
16353,349071671833001984,"Welcome back to Singapore, Haze😷",Eyewitness,Affected individuals,Related - but not informative
16382,349431069164048387,RT @FyyGarfield: THIS IS WHY ITS RAINING ICE IN SINGAPORE. ITS BECAUSE INDONESIA DID THIS TO LESSEN THE Haze. ITS CALLED CLOUD SEEDING http…,Eyewitness,Affected individuals,Related - but not informative
16384,349437117371392001,RT @Fake_PMLee: Worst #SGHaze ever. Hail stones in the West. Indonesia apologising.  I don't know about you guys but I am boarding the Ark …,Eyewitness,Affected individuals,Related - but not informative
16386,349445413692129280,RT @Fake_PMLee: Worst #SGHaze ever. Hail stones in the West. Indonesia apologising.  I don't know about you guys but I am boarding the Ark …,Eyewitness,Affected individuals,Related - but not informative
16407,349569305018503168,RT @mdfrdz: Don't worry. I'm safe. #sgHail #sgHaze http://t.co/mU9W64KFn3,Eyewitness,Affected individuals,Related - but not informative
16413,349850545722363904,#Bangalore rains soon gonna throw over the #singapore haze. No visibility at all ! How is one to drive out from work ? #stranded #monsoons,Eyewitness,Affected individuals,Related - but not informative
16428,350247846945099779,RT @sevrinette: I will never complain about pollution in Manila after experiencing haze in Singapore! The sky has… http://t.co/RKHJAOqj4e,Eyewitness,Affected individuals,Related - but not informative
16435,350620166943539202,Heard that PSI is gonna increase ? #Sghaze,Eyewitness,Affected individuals,Related - but not informative
16447,360121477636423683,RT @abc_es: #ACTUALIZACIÓN: Diez muertos tras descarrilar un tren en Santiago de Compostela http://t.co/SMjvzheviV,Media,Affected individuals,Related and informative
16450,360122375238455297,RT @infobaeamerica: [REITERAMOS] Descarriló un tren en España: habría una decena de muertos http://t.co/arNcuP94cI,Media,Affected individuals,Related and informative
16452,360123667054739456,Al menos nueve muertos al descarrilar un tren de pasajeros cerca de Santiago de Compostela http://t.co/jkeWaqhBrh vía @la_informacion,Media,Affected individuals,Related and informative
16454,360124426240532480,RT @elmundoes: ÚLTIMA HORA: Al menos seis muertos tras descarrilar un tren de pasajeros en Santiago de Compostela http://t.co/aSbRHO0vUO ví…,Media,Affected individuals,Related and informative
16456,360125961376763904,"URGENTE foto descarrilamiento de tren en España, al menos 10 muertos  http://t.co/LcMcGCvJox @UltimoMinutoCL @ViveCASABLANCA @Bomba_Decima",Media,Affected individuals,Related and informative
16457,360126229795442688,RT @24HorasTVN: AHORA - Trágico accidente en #España deja al menos 10 muertos por descarrilamiento de tren: http://t.co/S6MiN0e0l8,Media,Affected individuals,Related and informative
16459,360127072867323904,Diarios españoles hablan de al menos 12 muertos por el descarrilamiento de un tren cuando llegaba a Santiago de Compostela,Media,Affected individuals,Related and informative
16460,360127186079985666,RT @laSextaTV: Fallecen al menos nueve personas al descarrilar un tren en Santiago de Compostela http://t.co/uTKtDf2jSQ,Media,Affected individuals,Related and informative
16462,360127785869639681,RT @elmundoes: ÚLTIMA HORA: Al menos seis muertos tras descarrilar un tren de pasajeros en Santiago de Compostela http://t.co/aSbRHO0vUO ví…,Media,Affected individuals,Related and informative
16463,360127806836969473,RT @elmundoes: ÚLTIMA HORA: Al menos seis muertos tras descarrilar un tren de pasajeros en Santiago de Compostela http://t.co/aSbRHO0vUO ví…,Media,Affected individuals,Related and informative
16464,360128821862731776,RT @Robcampnou67: Al menos 10 muertos tras descarrilar tren de pasajeros cerca de Santiago de Compostela http://t.co/ULkLvcZwhK vía @Actual…,Media,Affected individuals,Related and informative
16465,360129199350091777,RT @A3Noticias: Al menos 9 muertos y 50 heridos en el accidente de tren de Santiago de Compostela donde han descarrilado 13 vagones http://…,Media,Affected individuals,Related and informative
16468,360129769775431680,RT @DiarioLaPrensa: Al menos 10 muertos al descarrilar un tren en #España http://t.co/cwR1qjNRIC,Media,Affected individuals,Related and informative
16470,360130575090192384,RT @Jorge_Dargel: Descarrila un tren en Santiago de Compostela y van de momento 12 fallecidos. Macabra coincidencia que mañana sea Santiago…,Outsiders,Affected individuals,Related and informative
16474,360132710011899905,AHORA - Al menos 9 muertos en el descarrilamiento de un tren en España http://t.co/6Xy19tTpiq … http://t.co/t3VJK7v3xs  #NotiWTF Via @notiWT,Media,Affected individuals,Related and informative
16477,360134064734347264,RT @NewsBreaker: BREAKING PIC: 4 dead after train derails in Spain; pic from @alenperz appears to show bodies: http://t.co/EZaGsuVRmk http:…,Media,Affected individuals,Related and informative
16478,360134328988090368,"At least 10 people killed after train derails near Santiago de Compostela, Spain, witnesses tell Voz de Galicia newspaper #reinsurance",Eyewitness,Affected individuals,Related and informative
16480,360134991700688896,More than 20 deaths in train accident in Santiago de Compostela (Galiza) ... I'm sad,Outsiders,Affected individuals,Related and informative
16481,360135608238215168,RT @oierfano: Al menos 15 muertos tras descarrilar tren de pasajeros cerca de Santiago de Compostela http://t.co/EFdOOivIvU vía @Actualidad…,Media,Affected individuals,Related and informative
16482,360136195440787456,RT @ActualidadRT: ÚLTIMA HORA: Asciende a 15 el número de muertos tras descarrilar un tren cerca de Santiago de #Compostela #España http://…,Media,Affected individuals,Related and informative
16487,360137420203126784,RT @chiclagloba2013: Algunas fuentes hablan de cuatro fallecidos y numerosos heridos con lo del tren de Santiago de Compostela. No se saben…,Media,Affected individuals,Related and informative
16490,360137843814830081,RT @MissPulitzer: Última hora!! La Xunta de Galicia baraja al menos 35 muertos en el accidente de tren de Santiago de Compostela: http://t.…,Media,Affected individuals,Related and informative
16492,360137961276313601,RT @A3Noticias: Al menos 9 muertos y 50 heridos en el accidente de tren de Santiago de Compostela donde han descarrilado 13 vagones http://…,Media,Affected individuals,Related and informative
16494,360138355528314880,RT @cnnbrk: Several deaths reported after fiery train derailment in Spain. http://t.co/KTBGvts3l0,Media,Affected individuals,Related and informative
16496,360138519122939904,Al menos 35 muertos tras descarrilar un tren en Santiago de Compostela: Un tren Alvia que cubría la ruta Madri... http://t.co/5hypNmpOUR,Media,Affected individuals,Related and informative
16497,360138716238450688,RT @A3Noticias: Al menos 9 muertos y 50 heridos en el accidente de tren de Santiago de Compostela donde han descarrilado 13 vagones http://…,Media,Affected individuals,Related and informative
16499,360139232137838593,"RT @GermanConde98: Han descarrilado 13 vagones de un tren  en Santiago de Compostela, 15 muertos y medio centenar de heridos.",Outsiders,Affected individuals,Related and informative
16500,360139404095922179,RT @periodiconavas: Al menos 24 viíctimas ya en el  muertos en el accidente de tren en Santiago de Compostela.,Media,Affected individuals,Related and informative
16504,360139949380616192,RT @Bucaner0: Renfe acaba de confirmar al menos 24 muertos en el accidente de descarrilamiento de tren en #España http://t.co/9Oj01AiM07,Outsiders,Affected individuals,Related and informative
16505,360140553356185603,"RT @ELPAISGalicia: Con 24 víctimas confirmadas por fuentes oficiales, se trata del accidente de tren más grave en 40 años en España. http:/…",Media,Affected individuals,Related and informative
16508,360140880503902208,"RT @ELPAISGalicia: Con 24 víctimas confirmadas por fuentes oficiales, se trata del accidente de tren más grave en 40 años en España. http:/…",Media,Affected individuals,Related and informative
16509,360140901466652673,Descarrila tren de pasajeros en España; al menos 10 muertos http://t.co/ONtmaip3y9 http://t.co/GchAMZZ81t,Media,Affected individuals,Related and informative
16511,360141442552823809,#UltimaHora: '24 muertos y decenas de heridos al descarrilar un tren cerca de Santiago de Compostela' A mi estas cosas;(...,Media,Affected individuals,Related and informative
16515,360142147174924289,RT @A3Noticias: Asciende a 30 el número de muertos en el accidente de tren en Santiago de Compostela. Sigue aquí el suceso al minuto http:/…,Media,Affected individuals,Related and informative
16521,360144848310910976,"RT @JesusSanchez__: Con 24 víctimas confirmadas por fuentes oficiales, se trata del accidente de tren más grave en 40 años en España. http:…",Outsiders,Affected individuals,Related and informative
16522,360144848323477505,RT @allan05: #TragediaSantiago: 30 personas fallecidas y más heridas al descarrilarse un tren en España. ¡Mucha fuerza! http://t.co/sHi0N1x…,Outsiders,Affected individuals,Related and informative
16529,360146664452931586,RT @A3Noticias: Asciende a 30 el número de muertos en el accidente de tren en Santiago de Compostela. Sigue aquí el suceso al minuto http:/…,Media,Affected individuals,Related and informative
16532,360146832208310272,RT @cnneireport: Al menos 20 muertos al descarrilar un tren en España http://t.co/Q5iqDhwyEy Si estás allí y tomaste fotos envíalas a irepo…,Media,Affected individuals,Related and informative
16534,360147394236653568,"RT @BBCBreaking: At least 35 dead &amp; 200 injured as train derails in #Galicia, north-west Spain, official says http://t.co/siQK1VCKeF &amp; http…",Media,Affected individuals,Related and informative
16537,360147742384848896,Al menos 30 muertos al descarrilar un tren en Santiago de Compostela: El Alvia cubría la ruta entre Madrid y F... http://t.co/iay32AlQzi,Media,Affected individuals,Related and informative
16540,360148505756569600,RT @allan05: #TragediaSantiago: 30 personas fallecidas y más heridas al descarrilarse un tren en España. ¡Mucha fuerza! http://t.co/sHi0N1x…,Outsiders,Affected individuals,Related and informative
16544,360149415912161280,RT @ActualidadRT: URGENTE: Unas 240 personas viajaban en el tren que ha descarrilado cerca de #Santiago de Compostela #España  http://t.co/…,Media,Affected individuals,Related and informative
16548,360149822738669568,"RT @BBCBreaking: Picture: Train crash in #Galicia, north-west Spain, reportedly kills at least 20 people http://t.co/siQK1VCKeF &amp; http://t.…",Media,Affected individuals,Related and informative
16550,360150179288059905,CNN: 20 dead in train crash in Spain http://t.co/7p0vvjHEYM #Spain #Sad #CNN,Media,Affected individuals,Related and informative
16552,360150443504050178,RT @telecincoes: #ÚLTIMAHORA Más de 30 muertos tras descarrilar un tren en Santiago de Compostela. Los vagones permanecen volcados&gt; http://…,Media,Affected individuals,Related and informative
16555,360151076839755776,Al menos 35 muertos tras descarrilamiento de tren en España http://t.co/mkrkw8USYj (Actualización),Media,Affected individuals,Related and informative
16557,360151710200643584,España:Al menos 35 muertos tras descarrilar tren de pasajeros cerca de Santiago de Compostela http://t.co/EZFVDSDI3P,Media,Affected individuals,Related and informative
16561,360152419021242368,"RT @DCIVIL_NET: RT “@ReutersWorld: At least 35 people killed after train derails in Galacia, Spain http://t.co/Q9ewQzRbIp http://t.co/0eZds…",Media,Affected individuals,Related and informative
16562,360152595207168003,RT @bbcworldservice: At least 35 killed and 200 injured as train derails in Spain http://t.co/XPJQMqAwzY (via @BBCBreaking) Latest on #BBCN…,Media,Affected individuals,Related and informative
16564,360152679059685376,RT @911BUFF: BREAKING NEWS: 35 DEAD AND MORE THAN 200 INJURED AFTER HORRIFIC TRAIN DERAILMENT IN NORTHERN SPAIN. #911BUFF http://t.co/1J3Cq…,Media,Affected individuals,Related and informative
16565,360152989446574080,"RT @ReutersWorld: At least 35 people killed after train derails in Galicia, Spain http://t.co/PUMrgkwB3O (corrects spelling) http://t.co/R8…",Media,Affected individuals,Related and informative
16574,360154369385181185,"RT @BBCBreaking: At least 35 dead &amp; 200 injured as train derails in #Galicia, north-west Spain, official says http://t.co/siQK1VCKeF &amp; http…",Media,Affected individuals,Related and informative
16575,360154545554337792,High-speed train derails in Spain: A train has derailed in Spain with about 200 people on board. Al Goodman ha... http://t.co/uzy6S0O6hN,Media,Affected individuals,Related and informative
16576,360154637824835585,"RT @El_Universal_Mx: #FOTO Descarrila tren de pasajeros en España, se egistran 50 personas lesionadas http://t.co/isDbem8vIU",Media,Affected individuals,Related and informative
16577,360154679755284483,"RT @ReutersWorld: At least 35 people killed after train derails in Galicia, Spain http://t.co/PUMrgkwB3O (corrects spelling) http://t.co/R8…",Media,Affected individuals,Related and informative
16582,360155501822099456,RT @elcomerciocom: [ACTUALIZACIÓN] Sube a 35 la cifra de muertos tras descarrilamiento de un tren en #España --&gt; http://t.co/UhE8iQFOaQ htt…,Media,Affected individuals,Related and informative
16584,360156038722371584,RT @Inma75_LJDMC: RT @jjbuendia: Al menos 35 muertos tras descarrilar un tren en Santiago de Compostela http://t.co/FBouEUSbve,Outsiders,Affected individuals,Related and informative
16589,360157913563668481,"RT @sopitas: Imágenes del terrible accidente de tren registrado en España, al menos 35 muertos :-(  http://t.co/NfRCfTr70i",Media,Affected individuals,Related and informative
16591,360158148444696576,RT @USATODAY: #BREAKING: Reports: Dozens dead in Spain train derailment http://t.co/L0ywBgDR9e,Media,Affected individuals,Related and informative
16592,360158228132265984,RT @jorgeramosnews: Al menos 35 muertos por un accidente de tren cerca de Santiago de Compostela en España. Se teme aumente la cifra,Media,Affected individuals,Related and informative
16594,360158488166543360,At Least 35 dead so far in SPAIN Train Crash - Your #British friends share in your grief - may the Victims find peace.  #BREAKIMG_NEWS,Media,Affected individuals,Related and informative
16595,360158861493141505,RT @A3Noticias: Asciende a 35 el número de muertos tras descarrilar un tren de pasajeros en Santiago de Compostela http://t.co/FiRsP6rMrQ,Media,Affected individuals,Related and informative
16596,360158907605331968,RT @elnuevoherald: Presidente: Al menos 35 muertos y 200 heridos al descarrilar un tren en España http://t.co/TXAiZq10FU,Media,Affected individuals,Related and informative
16597,360159368987156481,RT @nytimes: Dozens Feared Dead as Train Derails in Spain http://t.co/axjvlxPOSu,Media,Affected individuals,Related and informative
16602,360160274940035073,At least 35 killed as train derails in Spain: reports - Yahoo! News http://t.co/tci8UJX8mY,Media,Affected individuals,Related and informative
16603,360160279142744066,Large number of dead and wounded in train derailment in Spain,Outsiders,Affected individuals,Related and informative
16604,360160442741563395,"Spain train crash: at least 35 killed, says head of Galicia region http://t.co/O7iydDawWB",Media,Affected individuals,Related and informative
16608,360160967021580288,“@SkyNewsBreak: Update - reports at least 35 people dead and more than 100 injured after train derailment in north west Spain” :-(,Media,Affected individuals,Related and informative
16610,360161088643407872,"RT @ReutersWorld: Update: up to 45 people killed after Galicia, Spain train derailment, says the head of regional government #breaking",Media,Affected individuals,Related and informative
16611,360161101251481603,"RT @Publinews_GT: Unas 35 personas murieron y más de 200 resultaron heridas al descarrilarse un tren cerca de Santiago de Compostela, Españ…",Media,Affected individuals,Related and informative
16613,360161315144220673,Al menos treinta muertos al descarrilarse un tren en España | El Diario Ecuador http://t.co/usmjoWJYmq,Media,Affected individuals,Related and informative
16614,360161650684329985,Al menos 35 muertos al descarrilar un tren en Santiago de Compostela #CUU #ENTERATE http://t.co/BgVlZpvCwq,Outsiders,Affected individuals,Related and informative
16615,360162208518385666,RT @allan05: #TragediaSantiago: 30 personas fallecidas y más heridas al descarrilarse un tren en España. ¡Mucha fuerza! http://t.co/sHi0N1x…,Outsiders,Affected individuals,Related and informative
16617,360162825106227200,RT @Noticiales_com: Más de 40 muertos al descarrilarse un tren en España http://t.co/ogIq1i7UZi,Media,Affected individuals,Related and informative
16621,360163764617744385,"RT @abc_es: ÚLTIMA HORA: Más de 40 muertos y 50 heridos, 20 graves, en el descarrilamiento de un tren en Santiago de Compostela http://t.co…",Media,Affected individuals,Related and informative
16622,360163840115228672,RT @YassinCtak: @cristobal_ruiz3 Del accidente de tren de Santiago de Compostela 45 muertos y unos 100 heridos tioo,Outsiders,Affected individuals,Related - but not informative
16623,360163903029788672,RT @NewsBreaker: DEATH TOLL RISING: -Train derail in Spain -35+ dead -200+ injured (WATCH) http://t.co/QsYjVhPHiU  #TragediaSantiago http:/…,Media,Affected individuals,Related and informative
16625,360164314058985474,RT @PoleroAna: Randazzo está en España. Termina de anunciar acuerdo con Renfe (España)  por trenes. Descarrila tren con 35 muertos. No hay …,Outsiders,Affected individuals,Related and informative
16635,360167187174006785,"QT @ReutersWorld: At least 35 people killed after train derails in Galicia, Spain http://t.co/vJm65oYaxn  http://t.co/R8ZnJpYVQ",Media,Affected individuals,Related and informative
16637,360167539508117504,"RT @CNNEE: Al menos 20 muertos al descarrilar un tren de pasajeros en Santiago de Compostela, en España http://t.co/3wNyASpuWQ",Media,Affected individuals,Related and informative
16638,360167589818802176,SEGUNDA AMPLIACIÓNEl descarrilamiento de un tren deja al menos 35 muertos en España http://t.co/yPKMu9mBTX via @NewsRepublic,Media,Affected individuals,Related and informative
16639,360167740822142976,"RT @ReutersWorld: At least 35 people killed after train derails in Galicia, Spain http://t.co/PUMrgkwB3O (corrects spelling) http://t.co/R8…",Media,Affected individuals,Related and informative
16640,360167765983772672,RT @abc_es: ÚLTIMA HORA: Ascienden a 60 los muertos en el descarrilamiento de un tren en Santiago de Compostela http://t.co/3I1Nsgy5gv,Media,Affected individuals,Related and informative
16642,360168135090900992,RT @abc_es: ÚLTIMA HORA: Ascienden a 60 los muertos en el descarrilamiento de un tren en Santiago de Compostela http://t.co/3I1Nsgy5gv,Media,Affected individuals,Related and informative
16643,360168613233168390,RT @abc_es: ÚLTIMA HORA: Ascienden a 60 los muertos en el descarrilamiento de un tren en Santiago de Compostela http://t.co/3I1Nsgy5gv,Media,Affected individuals,Related and informative
16645,360169405965012992,RT @Reuters: Up to 45 people killed after train derails in Spain http://t.co/au3Hw7400R,Media,Affected individuals,Related and informative
16646,360169619887104000,RT @A3Noticias: Asciende a 45 muertos y 70 heridos el balance tras descarrilar un tren de pasajeros en Santiago de Compostela http://t.co/F…,Media,Affected individuals,Related and informative
16647,360170165108871169,RT @A3Noticias: Asciende a 45 muertos y 70 heridos el balance tras descarrilar un tren de pasajeros en Santiago de Compostela http://t.co/F…,Media,Affected individuals,Related and informative
16648,360170576159055872,RT @A3Noticias: Asciende a 45 muertos y 70 heridos el balance tras descarrilar un tren de pasajeros en Santiago de Compostela http://t.co/F…,Media,Affected individuals,Related and informative
16649,360170815238574080,At least 35 people reported dead in a train derailment in Spain http://t.co/l32G3CmcQ2,Media,Affected individuals,Related and informative
16651,360171096252760065,45 muertos tras descarrilar un tren en Santiago de Compostela http://t.co/77W5DDho2J,Media,Affected individuals,Related and informative
16654,360171314369142786,RT @abc_es: ÚLTIMA HORA: Ascienden a 60 los muertos en el descarrilamiento de un tren en Santiago de Compostela http://t.co/3I1Nsgy5gv,Media,Affected individuals,Related and informative
16666,360173134684504064,RT @A3Noticias: Asciende a 45 muertos y 70 heridos el balance tras descarrilar un tren de pasajeros en Santiago de Compostela http://t.co/F…,Media,Affected individuals,Related and informative
16675,360174728511635458,Ya van 50 muertos en españa por el accidente del tren,Outsiders,Affected individuals,Related and informative
16681,360175965856464896,Alrededor de treinta muertos al descarrilar tren en España: MADRID. - Alrededor de treinta personas han fallec... http://t.co/vupGmIAL0M,Media,Affected individuals,Related and informative
16684,360176259445170176,@DrKenWilcox Train Derails In Spain 45 killed 200 Hurt http://t.co/suk3jHvZIF,Outsiders,Affected individuals,Related and informative
16685,360176334930063360,RT @lanuevaespana: La cifra de muertos aumenta: Al menos 56 muertos en el accidente de tren en Santiago de Compostela http://t.co/x89h8Lq4Bw,Media,Affected individuals,Related and informative
16693,360178968978141185,At least 35 Killed as Train Derails in Spain: Bodies covered in blankets lay next to carriages as smoke billow... http://t.co/eRnr9zbIea,Media,Affected individuals,Related and informative
16696,360179602305454082,"@gabycastellanos en España de luto, 56 muertos x ahora en accidente de tren en Galicia",Outsiders,Affected individuals,Related and informative
16703,360186556474073088,RT @Telegraph: Dozens killed in Spain's worst ever train disaster http://t.co/d5NOnkCp8O,Media,Affected individuals,Related and informative
16704,360186694886096898,RT @abc_es: ÚLTIMA HORA: Ascienden a 60 los muertos en el descarrilamiento de un tren en Santiago de Compostela http://t.co/3I1Nsgy5gv,Media,Affected individuals,Related and informative
16706,360186883629780992,"Passenger train derails in northwestern Spain, leaving at least 35 dead http://t.co/MR9h7gZjA2",Media,Affected individuals,Related and informative
16710,360189731574775809,"Descarriló un tren en España: confirman 35 muertos  Se trata de una formación Alvia de Renfe, que cubría la ruta... http://t.co/XH9r9iW8M4",Outsiders,Affected individuals,Related and informative
16711,360189995794968576,RT @vickydavilalafm: Ya son 56 muertos y por lo menos 70 heridos por descarrilamiento de tren en España,Media,Affected individuals,Related and informative
16712,360190079668461568,: At Least 56 Die in Train Derailment in Spain http://t.co/A3bQ8929hr,Outsiders,Affected individuals,Related and informative
16713,360190121615699969,RT @cnnbrk: Local media report more than 50 killed in train derailment in northwestern Spain. http://t.co/hGfzqDrqi7,Media,Affected individuals,Related and informative
16714,360191023416213504,"At least 45 killed as train derails in Spain: SANTIAGO DE COMPOSTELA, Spain (Reuters) - At least 45 people wer... http://t.co/vDIWvnwowG",Media,Affected individuals,Related and informative
16716,360193196048912384,"RT @SIGUEMEPRIMERO: Se descarriló tren en santiago de compostela españa hay heridos y muertos, http://t.co/UtjRPpxHHC",Outsiders,Affected individuals,Related and informative
16720,360200296993013760,RT @diariopanorama: Se eleva a 60 el número de muertos por accidente de tren en #España http://t.co/yjiTToiGSe,Media,Affected individuals,Related and informative
16722,360203144921235456,RT @A3Noticias: Ascienden a 60 los fallecidos al descarrilar un tren en Santiago de Compostela y los heridos superan el centenar http://t.c…,Media,Affected individuals,Related and informative
16723,360203182682537984,RT @A3Noticias: Ascienden a 60 los fallecidos al descarrilar un tren en Santiago de Compostela y los heridos superan el centenar http://t.c…,Media,Affected individuals,Related and informative
16727,360206500397989888,"RT @Jecon: Train derails in Spain, killing 56 people and injuring more than 100 http://t.co/MGoC9EB3fF",Media,Affected individuals,Related and informative
16731,360210866647465984,Spain train crash: at least 56 dead http://t.co/Ws3aTmSge0 #Europe #accident #news,Media,Affected individuals,Related and informative
16733,360214079471747073,"Spain passenger train derails, killing at least 40 http://t.co/9ZEHeuwJuk",Not applicable,Affected individuals,Related and informative
16735,360218735161778177,"At least 60 people dead after train derails in Spain, leaving dozens of passengers crushed under smashed carri... http://t.co/L1gEulJw8P",Media,Affected individuals,Related and informative
16736,360219519521787905,Photo: breakingnews: Dozens killed in train wreck in Spain Reuters: The estimate of the death toll from the... http://t.co/j5ZA1FNYgh,Media,Affected individuals,Related and informative
16737,360219771180032000,RT @BBCBreaking: At least 45 people killed in #Galicia train derailment - Spain's PM due to visit site http://t.co/siQK1VCKeF http://t.co/S…,Media,Affected individuals,Related and informative
16738,360220882649628672,Descarriló un tren en España: confirman 60 muertos http://t.co/QrD991j1p2 vía @infobaeamerica,Media,Affected individuals,Related and informative
16739,360221054632865793,"Suman 56 los muertos por el descarrilamiento de un tren en Santiago de Compostela, España http://t.co/Wf0Dni6hHA",Outsiders,Affected individuals,Related and informative
16740,360221641822842882,Al menos 60 muertos y más de 100 heridos deja accidente de tren en España http://t.co/Y7riMkFwZf vía http://t.co/XM3XwBP7OF Triste suceso.,Media,Affected individuals,Related and informative
16741,360222921077174272,"Spain passenger train derails, killing dozens - CBC.ca: CBC.caSpain passenger train derails, killing dozensCBC... http://t.co/FFcCp0YA17",Media,Affected individuals,Related and informative
16742,360237097833082881,"At least 56 people killed, 70 injured as train derails in #Spain",Media,Affected individuals,Related and informative
16743,360238100280115201,Más de cincuenta muertos al descarrilar un tren en Santiago de Compostela: Fuentes de la Delegación del Gobier... http://t.co/IzKVvPth0c,Media,Affected individuals,Related and informative
16744,360252537082888192,Toll rises in Spain train derailment; reports say up to 60 dead http://t.co/XXJ0spg8VK,Media,Affected individuals,Related and informative
16745,360253019406864384,Confirman 69 muertos en descarrilamiento de tren en España http://t.co/rPjeuo3EmW,Media,Affected individuals,Related and informative
16746,360253468218363904,Al menos 77 muertos y más de 143 heridos por tragedia ferroviaria en España: Un tren que cubría la ruta entre ... http://t.co/M7SscIDIWC,Media,Affected individuals,Related and informative
16747,360253812142911488,ACTUALIZACIÓN: Cerca de 70 muertos tras descarrilamiento de un tren en España  http://t.co/OltDDvd8Yf,Media,Affected individuals,Related and informative
